"Date.Time","Year","Month","Day","Data.Quality","Max.Temp..Â.C.","Max.Temp.Flag","Min.Temp..Â.C.","Min.Temp.Flag","Mean.Temp..Â.C.","Mean.Temp.Flag","Heat.Deg.Days..Â.C.","Heat.Deg.Days.Flag","Cool.Deg.Days..Â.C.","Cool.Deg.Days.Flag","Total.Rain..mm.","Total.Rain.Flag","Total.Snow..cm.","Total.Snow.Flag","Total.Precip..mm.","Total.Precip.Flag","Snow.on.Grnd..cm.","Snow.on.Grnd.Flag","Dir.of.Max.Gust..10s.deg.","Dir.of.Max.Gust.Flag","Spd.of.Max.Gust..km.h.","Spd.of.Max.Gust.Flag"
"6/14/98",1998,6,14,NA,16.2,"",13.6,"",14.9,"",3.1,"",0,"",NA,NA,NA,NA,0.4,"",NA,NA,NA,NA,NA,NA
"6/15/98",1998,6,15,NA,18.6,"",13.6,"",16.1,"",1.9,"",0,"",NA,NA,NA,NA,0.4,"",NA,NA,NA,NA,NA,NA
"6/16/98",1998,6,16,NA,21.4,"",10.6,"",16,"",2,"",0,"",NA,NA,NA,NA,0,"",NA,NA,NA,NA,NA,NA
"6/17/98",1998,6,17,NA,17,"",14.3,"",15.7,"",2.3,"",0,"",NA,NA,NA,NA,0,"",NA,NA,NA,NA,NA,NA
"6/18/98",1998,6,18,NA,17.5,"",12.7,"",15.1,"",2.9,"",0,"",NA,NA,NA,NA,0.6,"",NA,NA,NA,NA,NA,NA
"6/19/98",1998,6,19,NA,17.5,"",11.1,"",14.3,"",3.7,"",0,"",NA,NA,NA,NA,0.2,"",NA,NA,NA,NA,NA,NA
"6/20/98",1998,6,20,NA,22,"",14.8,"",18.4,"",0,"",0.4,"",NA,NA,NA,NA,0.2,"",NA,NA,NA,NA,NA,NA
"6/21/98",1998,6,21,NA,23.5,"",13.6,"",18.6,"",0,"",0.6,"",NA,NA,NA,NA,0.2,"",NA,NA,NA,NA,NA,NA
"6/22/98",1998,6,22,NA,23.8,"",15.3,"",19.6,"",0,"",1.6,"",NA,NA,NA,NA,0.4,"",NA,NA,NA,NA,NA,NA
"6/23/98",1998,6,23,NA,17.5,"",14.3,"",15.9,"",2.1,"",0,"",NA,NA,NA,NA,0.2,"",NA,NA,NA,NA,NA,NA
"6/24/98",1998,6,24,NA,16,"",12.2,"",14.1,"",3.9,"",0,"",NA,NA,NA,NA,19.6,"",NA,NA,NA,NA,NA,NA
"6/25/98",1998,6,25,NA,17.7,"",11.6,"",14.7,"",3.3,"",0,"",NA,NA,NA,NA,1.4,"",NA,NA,NA,NA,NA,NA
"6/26/98",1998,6,26,NA,15.7,"",12.9,"",14.3,"",3.7,"",0,"",NA,NA,NA,NA,0,"",NA,NA,NA,NA,NA,NA
"6/27/98",1998,6,27,NA,20.6,"",13.4,"",17,"",1,"",0,"",NA,NA,NA,NA,0,"",NA,NA,NA,NA,NA,NA
"6/28/98",1998,6,28,NA,22.3,"",12.3,"",17.3,"",0.7,"",0,"",NA,NA,NA,NA,0,"",NA,NA,NA,NA,NA,NA
"6/29/98",1998,6,29,NA,26.7,"",15,"",20.9,"",0,"",2.9,"",NA,NA,NA,NA,0,"",NA,NA,NA,NA,NA,NA
"6/30/98",1998,6,30,NA,26.5,"",14.6,"",20.6,"",0,"",2.6,"",NA,NA,NA,NA,0,"",NA,NA,NA,NA,NA,NA
"7/01/98",1998,7,1,NA,22.9,"",15,"",19,"",0,"",1,"",NA,NA,NA,NA,0,"",NA,NA,NA,NA,NA,NA
"7/02/98",1998,7,2,NA,24.5,"",14.9,"",19.7,"",0,"",1.7,"",NA,NA,NA,NA,0,"",NA,NA,NA,NA,NA,NA
"7/03/98",1998,7,3,NA,19.5,"",15.3,"",17.4,"",0.6,"",0,"",NA,NA,NA,NA,6.6,"",NA,NA,NA,NA,NA,NA
"7/04/98",1998,7,4,NA,16.5,"",14.9,"",15.7,"",2.3,"",0,"",NA,NA,NA,NA,4.6,"",NA,NA,NA,NA,NA,NA
"7/05/98",1998,7,5,NA,18.2,"",14.8,"",16.5,"",1.5,"",0,"",NA,NA,NA,NA,0,"",NA,NA,NA,NA,NA,NA
"7/06/98",1998,7,6,NA,23.9,"",16,"",20,"",0,"",2,"",NA,NA,NA,NA,0,"",NA,NA,NA,NA,NA,NA
"7/07/98",1998,7,7,NA,22.2,"",16.2,"",19.2,"",0,"",1.2,"",NA,NA,NA,NA,0,"",NA,NA,NA,NA,NA,NA
"7/08/98",1998,7,8,NA,23.9,"",15,"",19.5,"",0,"",1.5,"",NA,NA,NA,NA,0,"",NA,NA,NA,NA,NA,NA
"7/09/98",1998,7,9,NA,24.2,"",15.8,"",20,"",0,"",2,"",NA,NA,NA,NA,0,"",NA,NA,NA,NA,NA,NA
"7/10/98",1998,7,10,NA,24,"",16.1,"",20.1,"",0,"",2.1,"",NA,NA,NA,NA,0,"",NA,NA,NA,NA,NA,NA
"7/11/98",1998,7,11,NA,18.4,"",15.6,"",17,"",1,"",0,"",NA,NA,NA,NA,4.2,"",NA,NA,NA,NA,NA,NA
"7/12/98",1998,7,12,NA,18.5,"",14.1,"",16.3,"",1.7,"",0,"",NA,NA,NA,NA,2.2,"",NA,NA,NA,NA,NA,NA
"7/13/98",1998,7,13,NA,19.8,"",12.7,"",16.3,"",1.7,"",0,"",NA,NA,NA,NA,0.4,"",NA,NA,NA,NA,NA,NA
"7/14/98",1998,7,14,NA,17.1,"",14.1,"",15.6,"",2.4,"",0,"",NA,NA,NA,NA,3,"",NA,NA,NA,NA,NA,NA
"7/15/98",1998,7,15,NA,18.5,"",15,"",16.8,"",1.2,"",0,"",NA,NA,NA,NA,13.2,"",NA,NA,NA,NA,NA,NA
"7/16/98",1998,7,16,NA,27.2,"",15.8,"",21.5,"",0,"",3.5,"",NA,NA,NA,NA,1.8,"",NA,NA,NA,NA,NA,NA
"7/17/98",1998,7,17,NA,24.6,"",17.4,"",21,"",0,"",3,"",NA,NA,NA,NA,0,"",NA,NA,NA,NA,NA,NA
"7/18/98",1998,7,18,NA,24.6,"",16.5,"",20.6,"",0,"",2.6,"",NA,NA,NA,NA,0,"",NA,NA,NA,NA,NA,NA
"7/19/98",1998,7,19,NA,24.3,"",16.1,"",20.2,"",0,"",2.2,"",NA,NA,NA,NA,0,"",NA,NA,NA,NA,NA,NA
"7/20/98",1998,7,20,NA,23.5,"",14.4,"",19,"",0,"",1,"",NA,NA,NA,NA,0,"",NA,NA,NA,NA,NA,NA
"7/21/98",1998,7,21,NA,25.6,"",16.1,"",20.9,"",0,"",2.9,"",NA,NA,NA,NA,0,"",NA,NA,NA,NA,NA,NA
"7/22/98",1998,7,22,NA,26.8,"",16.8,"",21.8,"",0,"",3.8,"",NA,NA,NA,NA,0,"",NA,NA,NA,NA,NA,NA
"7/23/98",1998,7,23,NA,26.6,"",16.6,"",21.6,"",0,"",3.6,"",NA,NA,NA,NA,0,"",NA,NA,NA,NA,NA,NA
"7/24/98",1998,7,24,NA,23.8,"",15.9,"",19.9,"",0,"",1.9,"",NA,NA,NA,NA,0,"",NA,NA,NA,NA,NA,NA
"7/25/98",1998,7,25,NA,25.7,"",16.1,"",20.9,"",0,"",2.9,"",NA,NA,NA,NA,0,"",NA,NA,NA,NA,NA,NA
"7/26/98",1998,7,26,NA,29.7,"",17.4,"",23.6,"",0,"",5.6,"",NA,NA,NA,NA,0,"",NA,NA,NA,NA,NA,NA
"7/27/98",1998,7,27,NA,31.4,"",18.3,"",24.9,"",0,"",6.9,"",NA,NA,NA,NA,0,"",NA,NA,NA,NA,NA,NA
"7/28/98",1998,7,28,NA,30.3,"",18.7,"",24.5,"",0,"",6.5,"",NA,NA,NA,NA,0,"",NA,NA,NA,NA,NA,NA
"7/29/98",1998,7,29,NA,29.6,"",18.6,"",24.1,"",0,"",6.1,"",NA,NA,NA,NA,0,"",NA,NA,NA,NA,NA,NA
"7/30/98",1998,7,30,NA,23.9,"",18.8,"",21.4,"",0,"",3.4,"",NA,NA,NA,NA,0,"",NA,NA,NA,NA,NA,NA
"7/31/98",1998,7,31,NA,21.2,"",18.6,"",19.9,"",0,"",1.9,"",NA,NA,NA,NA,0,"",NA,NA,NA,NA,NA,NA
"8/01/98",1998,8,1,NA,23.5,"",17.4,"",20.5,"",0,"",2.5,"",NA,NA,NA,NA,0,"",NA,NA,NA,NA,NA,NA
"8/02/98",1998,8,2,NA,26.9,"",15.9,"",21.4,"",0,"",3.4,"",NA,NA,NA,NA,0,"",NA,NA,NA,NA,NA,NA
"8/03/98",1998,8,3,NA,29,"",17.1,"",23.1,"",0,"",5.1,"",NA,NA,NA,NA,0,"",NA,NA,NA,NA,NA,NA
"8/04/98",1998,8,4,NA,27,"",16.1,"",21.6,"",0,"",3.6,"",NA,NA,NA,NA,0,"",NA,NA,NA,NA,NA,NA
"8/05/98",1998,8,5,NA,27.4,"",16.8,"",22.1,"",0,"",4.1,"",NA,NA,NA,NA,0,"",NA,NA,NA,NA,NA,NA
"8/06/98",1998,8,6,NA,24.8,"",17.1,"",21,"",0,"",3,"",NA,NA,NA,NA,0,"",NA,NA,NA,NA,NA,NA
"8/07/98",1998,8,7,NA,23.4,"",15.2,"",19.3,"",0,"",1.3,"",NA,NA,NA,NA,0,"",NA,NA,NA,NA,NA,NA
"8/08/98",1998,8,8,NA,26.4,"",15.1,"",20.8,"",0,"",2.8,"",NA,NA,NA,NA,0,"",NA,NA,NA,NA,NA,NA
"8/09/98",1998,8,9,NA,26.8,"",16.3,"",21.6,"",0,"",3.6,"",NA,NA,NA,NA,0,"",NA,NA,NA,NA,NA,NA
"8/10/98",1998,8,10,NA,24.3,"",17.5,"",20.9,"",0,"",2.9,"",NA,NA,NA,NA,0,"",NA,NA,NA,NA,NA,NA
"8/11/98",1998,8,11,NA,26,"",15.6,"",20.8,"",0,"",2.8,"",NA,NA,NA,NA,0,"",NA,NA,NA,NA,NA,NA
"8/12/98",1998,8,12,NA,26.6,"",16.3,"",21.5,"",0,"",3.5,"",NA,NA,NA,NA,0,"",NA,NA,NA,NA,NA,NA
"8/13/98",1998,8,13,NA,26.7,"",16.4,"",21.6,"",0,"",3.6,"",NA,NA,NA,NA,0,"",NA,NA,NA,NA,NA,NA
"8/14/98",1998,8,14,NA,28.5,"",17.1,"",22.8,"",0,"",4.8,"",NA,NA,NA,NA,0,"",NA,NA,NA,NA,NA,NA
"8/15/98",1998,8,15,NA,23.1,"",16.6,"",19.9,"",0,"",1.9,"",NA,NA,NA,NA,0,"",NA,NA,NA,NA,NA,NA
"8/16/98",1998,8,16,NA,21.3,"",14.5,"",17.9,"",0.1,"",0,"",NA,NA,NA,NA,0,"",NA,NA,NA,NA,NA,NA
"8/17/98",1998,8,17,NA,16.1,"",13.4,"",14.8,"",3.2,"",0,"",NA,NA,NA,NA,19,"",NA,NA,NA,NA,NA,NA
"8/18/98",1998,8,18,NA,18.8,"",14.9,"",16.9,"",1.1,"",0,"",NA,NA,NA,NA,4,"",NA,NA,NA,NA,NA,NA
"8/19/98",1998,8,19,NA,22.3,"",12,"",17.2,"",0.8,"",0,"",NA,NA,NA,NA,0,"",NA,NA,NA,NA,NA,NA
"8/20/98",1998,8,20,NA,26.2,"",14.7,"",20.5,"",0,"",2.5,"",NA,NA,NA,NA,0,"",NA,NA,NA,NA,NA,NA
"8/21/98",1998,8,21,NA,24.1,"",15.5,"",19.8,"",0,"",1.8,"",NA,NA,NA,NA,0,"",NA,NA,NA,NA,NA,NA
"8/22/98",1998,8,22,NA,22.7,"",15.9,"",19.3,"",0,"",1.3,"",NA,NA,NA,NA,0,"",NA,NA,NA,NA,NA,NA
"8/23/98",1998,8,23,NA,22.2,"",15,"",18.6,"",0,"",0.6,"",NA,NA,NA,NA,0,"",NA,NA,NA,NA,NA,NA
"8/24/98",1998,8,24,NA,22.9,"",13.8,"",18.4,"",0,"",0.4,"",NA,NA,NA,NA,0,"",NA,NA,NA,NA,NA,NA
"8/25/98",1998,8,25,NA,23.1,"",13.9,"",18.5,"",0,"",0.5,"",NA,NA,NA,NA,0,"",NA,NA,NA,NA,NA,NA
"8/26/98",1998,8,26,NA,23.9,"",13.7,"",18.8,"",0,"",0.8,"",NA,NA,NA,NA,0,"",NA,NA,NA,NA,NA,NA
"8/27/98",1998,8,27,NA,23.4,"",15.3,"",19.4,"",0,"",1.4,"",NA,NA,NA,NA,0,"",NA,NA,NA,NA,NA,NA
"8/28/98",1998,8,28,NA,24.9,"",14,"",19.5,"",0,"",1.5,"",NA,NA,NA,NA,0,"",NA,NA,NA,NA,NA,NA
"8/29/98",1998,8,29,NA,25.7,"",15.2,"",20.5,"",0,"",2.5,"",NA,NA,NA,NA,0,"",NA,NA,NA,NA,NA,NA
"8/30/98",1998,8,30,NA,24.8,"",14.9,"",19.9,"",0,"",1.9,"",NA,NA,NA,NA,0,"",NA,NA,NA,NA,NA,NA
"8/31/98",1998,8,31,NA,28.6,"",16,"",22.3,"",0,"",4.3,"",NA,NA,NA,NA,0,"",NA,NA,NA,NA,NA,NA
"9/01/98",1998,9,1,NA,28.5,"",15.9,"",22.2,"",0,"",4.2,"",NA,NA,NA,NA,0,"",NA,NA,NA,NA,NA,NA
"9/02/98",1998,9,2,NA,27.4,"",17.4,"",22.4,"",0,"",4.4,"",NA,NA,NA,NA,0,"",NA,NA,NA,NA,NA,NA
"9/03/98",1998,9,3,NA,25.9,"",15.6,"",20.8,"",0,"",2.8,"",NA,NA,NA,NA,0,"",NA,NA,NA,NA,NA,NA
"9/04/98",1998,9,4,NA,23.5,"",15.3,"",19.4,"",0,"",1.4,"",NA,NA,NA,NA,0,"",NA,NA,NA,NA,NA,NA
"9/05/98",1998,9,5,NA,25.3,"",14.2,"",19.8,"",0,"",1.8,"",NA,NA,NA,NA,0,"",NA,NA,NA,NA,NA,NA
"9/06/98",1998,9,6,NA,27.2,"",15.6,"",21.4,"",0,"",3.4,"",NA,NA,NA,NA,0,"",NA,NA,NA,NA,NA,NA
"9/07/98",1998,9,7,NA,21.8,"",14.4,"",18.1,"",0,"",0.1,"",NA,NA,NA,NA,0.2,"",NA,NA,NA,NA,NA,NA
"9/08/98",1998,9,8,NA,18.8,"",13.1,"",16,"",2,"",0,"",NA,NA,NA,NA,0,"",NA,NA,NA,NA,NA,NA
"9/09/98",1998,9,9,NA,21.5,"",11.6,"",16.6,"",1.4,"",0,"",NA,NA,NA,NA,0,"",NA,NA,NA,NA,NA,NA
"9/10/98",1998,9,10,NA,20.7,"",13.9,"",17.3,"",0.7,"",0,"",NA,NA,NA,NA,0,"",NA,NA,NA,NA,NA,NA
"9/11/98",1998,9,11,NA,24.2,"",14.9,"",19.6,"",0,"",1.6,"",NA,NA,NA,NA,0,"",NA,NA,NA,NA,NA,NA
"9/12/98",1998,9,12,NA,22.4,"",13.1,"",17.8,"",0.2,"",0,"",NA,NA,NA,NA,0,"",NA,NA,NA,NA,NA,NA
"9/13/98",1998,9,13,NA,22,"",13.4,"",17.7,"",0.3,"",0,"",NA,NA,NA,NA,0,"",NA,NA,NA,NA,NA,NA
"9/14/98",1998,9,14,NA,20,"",12.6,"",16.3,"",1.7,"",0,"",NA,NA,NA,NA,0,"",NA,NA,NA,NA,NA,NA
"9/15/98",1998,9,15,NA,20,"",10.2,"",15.1,"",2.9,"",0,"",NA,NA,NA,NA,0,"",NA,NA,NA,NA,NA,NA
"9/16/98",1998,9,16,NA,24.9,"",11.6,"",18.3,"",0,"",0.3,"",NA,NA,NA,NA,0,"",NA,NA,NA,NA,NA,NA
"9/17/98",1998,9,17,NA,20.8,"",13,"",16.9,"",1.1,"",0,"",NA,NA,NA,NA,3.4,"",NA,NA,NA,NA,NA,NA
"9/18/98",1998,9,18,NA,19,"",14,"",16.5,"",1.5,"",0,"",NA,NA,NA,NA,3.4,"",NA,NA,NA,NA,NA,NA
"9/19/98",1998,9,19,NA,19,"",11.9,"",15.5,"",2.5,"",0,"",NA,NA,NA,NA,0,"",NA,NA,NA,NA,NA,NA
"9/20/98",1998,9,20,NA,20.7,"",12.9,"",16.8,"",1.2,"",0,"",NA,NA,NA,NA,0,"",NA,NA,NA,NA,NA,NA
"9/21/98",1998,9,21,NA,19.8,"",10.9,"",15.4,"",2.6,"",0,"",NA,NA,NA,NA,0,"",NA,NA,NA,NA,NA,NA
"9/22/98",1998,9,22,NA,18.8,"",11.1,"",15,"",3,"",0,"",NA,NA,NA,NA,0.2,"",NA,NA,NA,NA,NA,NA
"9/23/98",1998,9,23,NA,20.7,"",10.8,"",15.8,"",2.2,"",0,"",NA,NA,NA,NA,0,"",NA,NA,NA,NA,NA,NA
"9/24/98",1998,9,24,NA,15.1,"",12.4,"",13.8,"",4.2,"",0,"",NA,NA,NA,NA,2,"",NA,NA,NA,NA,NA,NA
"9/25/98",1998,9,25,NA,18.9,"",12.2,"",15.6,"",2.4,"",0,"",NA,NA,NA,NA,0.2,"",NA,NA,NA,NA,NA,NA
"9/26/98",1998,9,26,NA,20.5,"",9.3,"",14.9,"",3.1,"",0,"",NA,NA,NA,NA,0.2,"",NA,NA,NA,NA,NA,NA
"9/27/98",1998,9,27,NA,18.8,"",9.5,"",14.2,"",3.8,"",0,"",NA,NA,NA,NA,0,"",NA,NA,NA,NA,NA,NA
"9/28/98",1998,9,28,NA,18.1,"",9.5,"",13.8,"",4.2,"",0,"",NA,NA,NA,NA,0,"",NA,NA,NA,NA,NA,NA
"9/29/98",1998,9,29,NA,17.4,"",9.7,"",13.6,"",4.4,"",0,"",NA,NA,NA,NA,0.2,"",NA,NA,NA,NA,NA,NA
"9/30/98",1998,9,30,NA,20.1,"",10.1,"",15.1,"",2.9,"",0,"",NA,NA,NA,NA,0,"",NA,NA,NA,NA,NA,NA
"10/01/98",1998,10,1,NA,16,"",12,"",14,"",4,"",0,"",NA,NA,NA,NA,16.6,"",NA,NA,NA,NA,NA,NA
"10/02/98",1998,10,2,NA,14.3,"",10,"",12.2,"",5.8,"",0,"",NA,NA,NA,NA,12.2,"",NA,NA,NA,NA,NA,NA
"10/03/98",1998,10,3,NA,11.6,"",9.5,"",10.6,"",7.4,"",0,"",NA,NA,NA,NA,20.2,"",NA,NA,NA,NA,NA,NA
"10/04/98",1998,10,4,NA,13.4,"",10,"",11.7,"",6.3,"",0,"",NA,NA,NA,NA,2,"",NA,NA,NA,NA,NA,NA
"10/05/98",1998,10,5,NA,14.7,"",11.6,"",13.2,"",4.8,"",0,"",NA,NA,NA,NA,0.8,"",NA,NA,NA,NA,NA,NA
"10/06/98",1998,10,6,NA,19.6,"",12.9,"",16.3,"",1.7,"",0,"",NA,NA,NA,NA,0,"",NA,NA,NA,NA,NA,NA
"10/07/98",1998,10,7,NA,20.8,"",10.6,"",15.7,"",2.3,"",0,"",NA,NA,NA,NA,0,"",NA,NA,NA,NA,NA,NA
"10/08/98",1998,10,8,NA,15.1,"",11.7,"",13.4,"",4.6,"",0,"",NA,NA,NA,NA,9.8,"",NA,NA,NA,NA,NA,NA
"10/09/98",1998,10,9,NA,13.4,"",10.3,"",11.9,"",6.1,"",0,"",NA,NA,NA,NA,3.2,"",NA,NA,NA,NA,NA,NA
"10/10/98",1998,10,10,NA,12.7,"",9.8,"",11.3,"",6.7,"",0,"",NA,NA,NA,NA,1.8,"",NA,NA,NA,NA,NA,NA
"10/11/98",1998,10,11,NA,17,"",8,"",12.5,"",5.5,"",0,"",NA,NA,NA,NA,0.4,"",NA,NA,NA,NA,NA,NA
"10/12/98",1998,10,12,NA,14.6,"",11.6,"",13.1,"",4.9,"",0,"",NA,NA,NA,NA,21.8,"",NA,NA,NA,NA,NA,NA
"10/13/98",1998,10,13,NA,15.1,"",11.8,"",13.5,"",4.5,"",0,"",NA,NA,NA,NA,8.8,"",NA,NA,NA,NA,NA,NA
"10/14/98",1998,10,14,NA,14.9,"",9.6,"",12.3,"",5.7,"",0,"",NA,NA,NA,NA,10.8,"",NA,NA,NA,NA,NA,NA
"10/15/98",1998,10,15,NA,12.6,"",7.4,"",10,"",8,"",0,"",NA,NA,NA,NA,2,"",NA,NA,NA,NA,NA,NA
"10/16/98",1998,10,16,NA,11.4,"",8.1,"",9.8,"",8.2,"",0,"",NA,NA,NA,NA,3,"",NA,NA,NA,NA,NA,NA
"10/17/98",1998,10,17,NA,13.8,"",8.2,"",11,"",7,"",0,"",NA,NA,NA,NA,16.8,"",NA,NA,NA,NA,NA,NA
"10/18/98",1998,10,18,NA,11.9,"",7.7,"",9.8,"",8.2,"",0,"",NA,NA,NA,NA,0,"",NA,NA,NA,NA,NA,NA
"10/19/98",1998,10,19,NA,13.5,"",5.1,"",9.3,"",8.7,"",0,"",NA,NA,NA,NA,0,"",NA,NA,NA,NA,NA,NA
"10/20/98",1998,10,20,NA,15.8,"",6.6,"",11.2,"",6.8,"",0,"",NA,NA,NA,NA,0.2,"",NA,NA,NA,NA,NA,NA
"10/21/98",1998,10,21,NA,16.7,"",7.1,"",11.9,"",6.1,"",0,"",NA,NA,NA,NA,0.2,"",NA,NA,NA,NA,NA,NA
"10/22/98",1998,10,22,NA,16.8,"",6.9,"",11.9,"",6.1,"",0,"",NA,NA,NA,NA,0,"",NA,NA,NA,NA,NA,NA
"10/23/98",1998,10,23,NA,14.6,"",7.7,"",11.2,"",6.8,"",0,"",NA,NA,NA,NA,0.2,"",NA,NA,NA,NA,NA,NA
"10/24/98",1998,10,24,NA,14.7,"",7.3,"",11,"",7,"",0,"",NA,NA,NA,NA,0,"",NA,NA,NA,NA,NA,NA
"10/25/98",1998,10,25,NA,14.5,"",11.5,"",13,"",5,"",0,"",NA,NA,NA,NA,3.2,"",NA,NA,NA,NA,NA,NA
"10/26/98",1998,10,26,NA,17,"",10.4,"",13.7,"",4.3,"",0,"",NA,NA,NA,NA,2.2,"",NA,NA,NA,NA,NA,NA
"10/27/98",1998,10,27,NA,13.1,"",9.1,"",11.1,"",6.9,"",0,"",NA,NA,NA,NA,6.4,"",NA,NA,NA,NA,NA,NA
"10/28/98",1998,10,28,NA,11.6,"",7.4,"",9.5,"",8.5,"",0,"",NA,NA,NA,NA,0,"",NA,NA,NA,NA,NA,NA
"10/29/98",1998,10,29,NA,12.1,"",7.1,"",9.6,"",8.4,"",0,"",NA,NA,NA,NA,0,"",NA,NA,NA,NA,NA,NA
"10/30/98",1998,10,30,NA,11.8,"",5.5,"",8.7,"",9.3,"",0,"",NA,NA,NA,NA,0,"",NA,NA,NA,NA,NA,NA
"10/31/98",1998,10,31,NA,13.8,"",9.3,"",11.6,"",6.4,"",0,"",NA,NA,NA,NA,6.4,"",NA,NA,NA,NA,NA,NA
"11/01/98",1998,11,1,NA,12.4,"",9.9,"",11.2,"",6.8,"",0,"",NA,NA,NA,NA,2.6,"",NA,NA,NA,NA,NA,NA
"11/02/98",1998,11,2,NA,12.5,"",9.1,"",10.8,"",7.2,"",0,"",NA,NA,NA,NA,0.6,"",NA,NA,NA,NA,NA,NA
"11/03/98",1998,11,3,NA,12.6,"",7.2,"",9.9,"",8.1,"",0,"",NA,NA,NA,NA,0.8,"",NA,NA,NA,NA,NA,NA
"11/04/98",1998,11,4,NA,11,"",9.5,"",10.3,"",7.7,"",0,"",NA,NA,NA,NA,15.6,"",NA,NA,NA,NA,NA,NA
"11/05/98",1998,11,5,NA,10.6,"",9.1,"",9.9,"",8.1,"",0,"",NA,NA,NA,NA,6.8,"",NA,NA,NA,NA,NA,NA
"11/06/98",1998,11,6,NA,11.9,"",6.4,"",9.2,"",8.8,"",0,"",NA,NA,NA,NA,0,"",NA,NA,NA,NA,NA,NA
"11/07/98",1998,11,7,NA,10.6,"",4.9,"",7.8,"",10.2,"",0,"",NA,NA,NA,NA,0,"",NA,NA,NA,NA,NA,NA
"11/08/98",1998,11,8,NA,9.3,"",5.3,"",7.3,"",10.7,"",0,"",NA,NA,NA,NA,0,"",NA,NA,NA,NA,NA,NA
"11/09/98",1998,11,9,NA,8.7,"",6.8,"",7.8,"",10.2,"",0,"",NA,NA,NA,NA,7.6,"",NA,NA,NA,NA,NA,NA
"11/10/98",1998,11,10,NA,11.6,"",6.3,"",9,"",9,"",0,"",NA,NA,NA,NA,2.2,"",NA,NA,NA,NA,NA,NA
"11/11/98",1998,11,11,NA,9.3,"",4,"",6.7,"",11.3,"",0,"",NA,NA,NA,NA,0,"",NA,NA,NA,NA,NA,NA
"11/12/98",1998,11,12,NA,10.9,"",7.2,"",9.1,"",8.9,"",0,"",NA,NA,NA,NA,41.4,"",NA,NA,NA,NA,NA,NA
"11/13/98",1998,11,13,NA,11.9,"",10.3,"",11.1,"",6.9,"",0,"",NA,NA,NA,NA,9.4,"",NA,NA,NA,NA,NA,NA
"11/14/98",1998,11,14,NA,11,"",10.1,"",10.6,"",7.4,"",0,"",NA,NA,NA,NA,42.8,"",NA,NA,NA,NA,NA,NA
"11/15/98",1998,11,15,NA,14.9,"",8.5,"",11.7,"",6.3,"",0,"",NA,NA,NA,NA,36.2,"",NA,NA,NA,NA,NA,NA
"11/16/98",1998,11,16,NA,10.9,"",7.8,"",9.4,"",8.6,"",0,"",NA,NA,NA,NA,9.8,"",NA,NA,NA,NA,NA,NA
"11/17/98",1998,11,17,NA,8.6,"",5,"",6.8,"",11.2,"",0,"",NA,NA,NA,NA,0.6,"",NA,NA,NA,NA,NA,NA
"11/18/98",1998,11,18,NA,9,"",5.6,"",7.3,"",10.7,"",0,"",NA,NA,NA,NA,1.2,"",NA,NA,NA,NA,NA,NA
"11/19/98",1998,11,19,NA,9,"",6.5,"",7.8,"",10.2,"",0,"",NA,NA,NA,NA,3,"",NA,NA,NA,NA,NA,NA
"11/20/98",1998,11,20,NA,11.9,"",8.7,"",10.3,"",7.7,"",0,"",NA,NA,NA,NA,30.2,"",NA,NA,NA,NA,NA,NA
"11/21/98",1998,11,21,NA,10.6,"",6.1,"",8.4,"",9.6,"",0,"",NA,NA,NA,NA,10.2,"",NA,NA,NA,NA,NA,NA
"11/22/98",1998,11,22,NA,8.9,"",7,"",8,"",10,"",0,"",NA,NA,NA,NA,9.6,"",NA,NA,NA,NA,NA,NA
"11/23/98",1998,11,23,NA,11,"",6.8,"",8.9,"",9.1,"",0,"",NA,NA,NA,NA,1.6,"",NA,NA,NA,NA,NA,NA
"11/24/98",1998,11,24,NA,11.2,"",6.7,"",9,"",9,"",0,"",NA,NA,NA,NA,12.2,"",NA,NA,NA,NA,NA,NA
"11/25/98",1998,11,25,NA,10.4,"",7.9,"",9.2,"",8.8,"",0,"",NA,NA,NA,NA,24.6,"",NA,NA,NA,NA,NA,NA
"11/26/98",1998,11,26,NA,10.1,"",6.6,"",8.4,"",9.6,"",0,"",NA,NA,NA,NA,8.4,"",NA,NA,NA,NA,NA,NA
"11/27/98",1998,11,27,NA,8.8,"",6.4,"",7.6,"",10.4,"",0,"",NA,NA,NA,NA,7.4,"",NA,NA,NA,NA,NA,NA
"11/28/98",1998,11,28,NA,8.3,"",5.9,"",7.1,"",10.9,"",0,"",NA,NA,NA,NA,5.6,"",NA,NA,NA,NA,NA,NA
"11/29/98",1998,11,29,NA,8.1,"",4,"",6.1,"",11.9,"",0,"",NA,NA,NA,NA,13.6,"",NA,NA,NA,NA,NA,NA
"11/30/98",1998,11,30,NA,8.2,"",4.8,"",6.5,"",11.5,"",0,"",NA,NA,NA,NA,0.8,"",NA,NA,NA,NA,NA,NA
"12/01/98",1998,12,1,NA,8.9,"",4.7,"",6.8,"",11.2,"",0,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA
"12/02/98",1998,12,2,NA,9.4,"",5.2,"",7.3,"",10.7,"",0,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA
"12/03/98",1998,12,3,NA,7.4,"",4.9,"",6.2,"",11.8,"",0,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA
